COOPID, YEAR, MONTH, DAY, PRECIPITATION, MAX TEMP, MIN TEMP, MEAN TEMP
81276,1970,3,18,0,73,58,65.5
81276,1970,3,19,0,82,60,71
81276,1970,3,20,0,83,57,70
81276,1970,3,21,0,84,59,71.5
81276,1970,3,22,0,86,58,72
81276,1970,3,23,0.38,84,56,70
81276,1970,3,24,0,66,55,60.5
81276,1970,3,25,0,74,49,61.5
81276,1970,3,26,6.38,74,60,67
81276,1970,3,27,2.28,73,65,69
81276,1970,3,28,0,78,69,73.5
81276,1970,3,29,0,88,69,78.5
81276,1970,3,30,0,89,64,76.5
81276,1970,3,31,0,87,68,77.5
81276,1970,4,1,0,88,69,78.5
81276,1970,4,2,0,86,65,75.5
81276,1970,4,3,0,89,74,81.5
81276,1970,4,4,0,87,65,76
81276,1970,4,5,0,89,65,77
81276,1970,4,6,0,89,64,76.5
81276,1970,4,7,0,80,60,70
81276,1970,4,8,0,81,56,68.5
81276,1970,4,9,0,77,56,66.5
81276,1970,4,10,0,80,57,68.5
81276,1970,4,11,0,81,65,73
81276,1970,4,12,0,82,66,74
81276,1970,4,13,0,83,67,75
81276,1970,4,14,0,84,60,72
81276,1970,4,15,0,87,66,76.5
81276,1970,4,16,0,84,59,71.5
81276,1970,4,17,0,85,62,73.5
81276,1970,4,18,0,84,58,71
81276,1970,4,19,0,86,57,71.5
81276,1970,4,20,0,86,64,75
81276,1970,4,21,0,91,61,76
81276,1970,4,22,0,90,64,77
81276,1970,4,23,0,87,61,74
81276,1970,4,24,0,87,61,74
81276,1970,4,25,0,89,62,75.5
81276,1970,4,26,0,88,62,75
81276,1970,4,27,0,90,61,75.5
81276,1970,4,28,0,90,61,75.5
81276,1970,4,29,0,90,65,77.5
81276,1970,4,30,0,88,61,74.5
81276,1970,5,1,0,88,66,77
81276,1970,5,2,0,86,61,73.5
81276,1970,5,3,0,85,57,71
81276,1970,5,4,0,85,57,71
81276,1970,5,5,0,87,67,77
81276,1970,5,6,0,83,65,74
81276,1970,5,7,0,84,55,69.5
81276,1970,5,8,0,87,58,72.5
81276,1970,5,9,0,85,51,68
81276,1970,5,10,0,84,61,72.5
81276,1970,5,11,0,84,61,72.5
81276,1970,5,12,0,86,62,74
81276,1970,5,13,0,85,62,73.5
81276,1970,5,14,0,85,61,73
81276,1970,5,15,0,86,59,72.5
81276,1970,5,16,0,87,60,73.5
81276,1970,5,17,0,86,60,73
81276,1970,5,18,0,87,60,73.5
81276,1970,5,19,0,88,70,79
81276,1970,5,20,0,83,70,76.5
81276,1970,5,21,0.23,82,65,73.5
81276,1970,5,22,0,84,65,74.5
81276,1970,5,23,0,86,65,75.5
81276,1970,5,24,1.08,85,70,77.5
81276,1970,5,25,2.54,81,61,71
81276,1970,5,26,0.26,86,66,76
81276,1970,5,27,0,90,66,78
81276,1970,5,28,1.18,87,69,78
81276,1970,5,29,0.24,86,69,77.5
81276,1970,5,30,1.31,86,69,77.5
81276,1970,5,31,0.08,86,68,77
81276,1970,6,1,0.21,84,71,77.5
81276,1970,6,2,0.19,83,64,73.5
81276,1970,6,3,0,85,62,73.5
81276,1970,6,4,0,86,65,75.5
81276,1970,6,5,0.12,88,71,79.5
81276,1970,6,6,0.51,88,68,78
81276,1970,6,7,0,89,71,80
81276,1970,6,8,0,89,71,80
81276,1970,6,9,0,88,68,78
81276,1970,6,10,0,88,69,78.5
81276,1970,6,11,0.4,91,72,81.5
81276,1970,6,12,0.8,88,67,77.5
81276,1970,6,13,0.2,89,65,77
81276,1970,6,14,0,91,67,79
81276,1970,6,15,0,89,68,78.5
81276,1970,6,16,0,87,70,78.5
81276,1970,6,17,0,90,72,81
81276,1970,6,18,0,89,72,80.5
81276,1970,6,19,0.5,89,70,79.5
81276,1970,6,20,0,92,67,79.5
81276,1970,6,21,0,91,67,79
81276,1970,6,22,0.02,90,69,79.5
81276,1970,6,23,0.06,90,73,81.5
81276,1970,6,24,0.03,91,70,80.5
81276,1970,6,25,0.03,91,69,80
81276,1970,6,26,0.03,92,72,82
81276,1970,6,27,0,94,73,83.5
81276,1970,6,28,0,95,79,87
81276,1970,6,29,0,95,70,82.5
81276,1970,6,30,0,91,72,81.5
81276,1970,7,1,0,91,72,81.5
81276,1970,7,2,0,93,67,80
81276,1970,7,3,0,93,71,82
81276,1970,7,4,0,94,71,82.5
81276,1970,7,5,0.03,93,68,80.5
81276,1970,7,6,0.3,91,70,80.5
81276,1970,7,7,0,90,68,79
81276,1970,7,8,0.2,92,71,81.5
81276,1970,7,9,2.24,92,68,80
81276,1970,7,10,0.94,88,68,78
81276,1970,7,11,0.1,90,72,81
81276,1970,7,12,1.68,93,70,81.5
81276,1970,7,13,0.04,91,72,81.5
81276,1970,7,14,0,92,72,82
81276,1970,7,15,0,91,71,81
81276,1970,7,16,0,92,68,80
81276,1970,7,17,0,90,70,80
81276,1970,7,18,0.26,92,71,81.5
81276,1970,7,19,0,92,72,82
81276,1970,7,20,0,92,74,83
81276,1970,7,21,0.12,90,72,81
81276,1970,7,22,2.09,88,70,79
81276,1970,7,23,0.57,90,71,80.5
81276,1970,7,24,0.5,89,72,80.5
81276,1970,7,25,0,90,73,81.5
81276,1970,7,26,0,91,73,82
81276,1970,7,27,0.04,90,69,79.5
81276,1970,7,28,0,90,71,80.5
81276,1970,7,29,0.34,92,71,81.5
81276,1970,7,30,0,92,71,81.5
81276,1970,7,31,0,92,71,81.5
81276,1970,8,1,0,93,71,82
81276,1970,8,2,2.97,94,71,82.5
81276,1970,8,3,0.19,93,68,80.5
81276,1970,8,4,0,94,67,80.5
81276,1970,8,5,0,95,68,81.5
81276,1970,8,6,0,94,72,83
81276,1970,8,7,0.14,92,72,82
81276,1970,8,8,0.75,91,72,81.5
81276,1970,8,9,0.97,90,72,81
81276,1970,8,10,0.3,92,72,82
81276,1970,8,11,0,87,73,80
81276,1970,8,12,0,93,71,82
81276,1970,8,13,0.07,91,70,80.5
81276,1970,8,14,0.12,93,69,81
81276,1970,8,15,0,92,73,82.5
81276,1970,8,16,0,94,72,83
81276,1970,8,17,0.81,89,72,80.5
81276,1970,8,18,0,92,72,82
81276,1970,8,19,0.04,93,71,82
81276,1970,8,20,0,92,69,80.5
81276,1970,8,21,0.08,93,69,81
81276,1970,8,22,0.25,92,68,80
81276,1970,8,23,2.9,90,69,79.5
81276,1970,8,24,1.41,90,70,80
81276,1970,8,25,0.15,92,70,81
81276,1970,8,26,1.27,90,69,79.5
81276,1970,8,27,0.2,91,71,81
81276,1970,8,28,0.3,90,72,81
81276,1970,8,29,0.03,91,74,82.5
81276,1970,8,30,0.05,91,76,83.5
81276,1970,8,31,0.07,91,70,80.5
81276,1970,9,1,0,91,72,81.5
81276,1970,9,2,0,92,70,81
81276,1970,9,3,0,93,71,82
81276,1970,9,4,0,93,70,81.5
81276,1970,9,5,0.01,90,69,79.5
81276,1970,9,6,0,92,68,80
81276,1970,9,7,0,90,68,79
81276,1970,9,8,0.05,92,67,79.5
81276,1970,9,9,0,91,69,80
81276,1970,9,10,0,92,70,81
81276,1970,9,11,0,91,70,80.5
81276,1970,9,12,0.25,91,70,80.5
81276,1970,9,13,0,91,73,82
81276,1970,9,14,0.39,88,71,79.5
81276,1970,9,15,0,85,72,78.5
81276,1970,9,16,0.05,91,71,81
81276,1970,9,17,0,90,72,81
81276,1970,9,18,0.02,90,72,81
81276,1970,9,19,0,90,72,81
81276,1970,9,20,0.05,92,70,81
81276,1970,9,21,0.1,90,70,80
81276,1970,9,22,0.32,89,70,79.5
81276,1970,9,23,0.06,91,69,80
81276,1970,9,24,0,91,71,81
81276,1970,9,25,0.19,89,72,80.5
81276,1970,9,26,0.55,86,71,78.5
81276,1970,9,27,0.15,90,72,81
81276,1970,9,28,0,88,69,78.5
81276,1970,9,29,0,92,72,82
81276,1970,9,30,0,87,71,79
81276,1970,10,1,0,87,72,79.5
81276,1970,10,2,0,88,69,78.5
81276,1970,10,3,0,90,68,79
81276,1970,10,4,0,91,68,79.5
81276,1970,10,5,0,90,70,80
81276,1970,10,6,0,89,70,79.5
81276,1970,10,7,0.5,86,71,78.5
81276,1970,10,8,0,89,70,79.5
81276,1970,10,9,0,89,68,78.5
81276,1970,10,10,0,88,68,78
81276,1970,10,11,0.16,89,72,80.5
81276,1970,10,12,0.01,88,70,79
81276,1970,10,13,0,90,68,79
81276,1970,10,14,0,88,65,76.5
81276,1970,10,15,0,89,67,78
81276,1970,10,16,0.04,87,64,75.5
81276,1970,10,17,1.28,86,65,75.5
81276,1970,10,18,0.08,81,65,73
81276,1970,10,19,0.01,83,65,74
81276,1970,10,20,1.17,84,67,75.5
81276,1970,10,21,0.07,84,68,76
81276,1970,10,22,0.22,89,69,79
81276,1970,10,23,0,82,62,72
81276,1970,10,24,0,84,62,73
81276,1970,10,25,0,85,61,73
81276,1970,10,26,0,87,71,79
81276,1970,10,27,0,83,68,75.5
81276,1970,10,28,0,81,67,74
81276,1970,10,29,0,86,65,75.5
81276,1970,10,30,0,85,67,76
81276,1970,10,31,0.25,85,67,76
81276,1970,11,1,0,83,69,76
81276,1970,11,2,0,83,59,71
81276,1970,11,3,0,85,63,74
81276,1970,11,4,0,84,65,74.5
81276,1970,11,5,0,70,50,60
81276,1970,11,6,0,65,42,53.5
81276,1970,11,7,0,71,43,57
81276,1970,11,8,0,74,43,58.5
81276,1970,11,9,0,78,54,66
81276,1970,11,10,0,82,60,71
81276,1970,11,11,0.06,86,63,74.5
81276,1970,11,12,0,79,56,67.5
81276,1970,11,13,0,81,51,66
81276,1970,11,14,0,85,52,68.5
81276,1970,11,15,0.1,90,68,79
81276,1970,11,16,0,75,48,61.5
81276,1970,11,17,0,70,45,57.5
81276,1970,11,18,0,67,48,57.5
81276,1970,11,19,0,75,50,62.5
81276,1970,11,20,0,81,50,65.5
81276,1970,11,21,0,82,54,68
81276,1970,11,22,0,79,58,68.5
81276,1970,11,23,0,79,55,67
81276,1970,11,24,0,81,43,62
81276,1970,11,25,0,66,40,53
81276,1970,11,26,0,66,45,55.5
81276,1970,11,27,0,76,55,65.5
81276,1970,11,28,0,79,61,70
81276,1970,11,29,0,72,58,65
81276,1970,11,30,0.01,78,63,70.5
81276,1970,12,1,0,80,50,65
81276,1970,12,2,0,82,51,66.5
81276,1970,12,3,0,77,60,68.5
81276,1970,12,4,0,76,57,66.5
81276,1970,12,5,0,77,58,67.5
81276,1970,12,6,0,76,54,65
81276,1970,12,7,0,74,51,62.5
81276,1970,12,8,0,74,54,64
81276,1970,12,9,0,77,50,63.5
81276,1970,12,10,0,79,50,64.5
81276,1970,12,11,0,79,56,67.5
81276,1970,12,12,0,77,54,65.5
81276,1970,12,13,0,81,58,69.5
81276,1970,12,14,0,79,54,66.5
81276,1970,12,15,0,74,51,62.5
81276,1970,12,16,0,80,55,67.5
81276,1970,12,17,0,84,65,74.5
81276,1970,12,18,0,74,49,61.5
81276,1970,12,19,0,79,52,65.5
81276,1970,12,20,0,81,57,69
81276,1970,12,21,0,76,51,63.5
81276,1970,12,22,0,83,56,69.5
81276,1970,12,23,0,83,51,67
81276,1970,12,24,0,78,53,65.5
81276,1970,12,25,0,84,55,69.5
81276,1970,12,26,0,83,49,66
81276,1970,12,27,0.1,63,43,53
81276,1970,12,28,0,62,38,50
81276,1970,12,29,0,68,40,54
81276,1970,12,30,0,72,43,57.5
81276,1970,12,31,0,71,51,61
81276,1971,1,1,0,81,51,66
81276,1971,1,2,0,63,41,52
81276,1971,1,3,0,72,54,63
81276,1971,1,4,0,79,58,68.5
81276,1971,1,5,0,82,60,71
81276,1971,1,6,0,84,60,72
81276,1971,1,7,0,85,61,73
81276,1971,1,8,0,76,61,68.5
81276,1971,1,9,0,84,58,71
81276,1971,1,10,0,84,61,72.5
81276,1971,1,11,0.01,78,61,69.5
81276,1971,1,12,0,76,54,65
81276,1971,1,13,0,79,57,68
81276,1971,1,14,0,78,52,65
81276,1971,1,15,0,79,52,65.5
81276,1971,1,16,0,82,55,68.5
81276,1971,1,17,0,68,50,59
81276,1971,1,18,0,67,43,55
81276,1971,1,19,0.39,75,50,62.5
81276,1971,1,20,0,61,34,47.5
81276,1971,1,21,0,51,36,43.5
81276,1971,1,22,0,65,42,53.5
81276,1971,1,23,0,66,55,60.5
81276,1971,1,24,0,79,61,70
81276,1971,1,25,0,84,62,73
81276,1971,1,26,0,80,59,69.5
81276,1971,1,27,0,79,57,68
81276,1971,1,28,0,69,42,55.5
81276,1971,1,29,0,64,40,52
81276,1971,1,30,0,68,39,53.5
81276,1971,1,31,0,82,40,61
81276,1971,2,1,0,80,53,66.5
81276,1971,2,2,0,71,55,63
81276,1971,2,3,0,75,56,65.5
81276,1971,2,4,0,80,57,68.5
81276,1971,2,5,0,80,54,67
81276,1971,2,6,0,85,60,72.5
81276,1971,2,7,0,85,60,72.5
81276,1971,2,8,0,87,60,73.5
81276,1971,2,9,0.31,81,46,63.5
81276,1971,2,10,0,57,39,48
81276,1971,2,11,0,56,40,48
81276,1971,2,12,0,68,50,59
81276,1971,2,13,0.14,78,56,67
81276,1971,2,14,0,71,46,58.5
81276,1971,2,15,0,63,36,49.5
81276,1971,2,16,0,66,41,53.5
81276,1971,2,17,0,73,46,59.5
81276,1971,2,18,0,79,55,67
81276,1971,2,19,0,77,53,65
81276,1971,2,20,0,82,55,68.5
81276,1971,2,21,0,83,55,69
81276,1971,2,22,0,84,55,69.5
81276,1971,2,23,0.57,89,68,78.5
81276,1971,2,24,0.1,75,60,67.5
81276,1971,2,25,0,77,57,67
81276,1971,2,26,0,88,62,75
81276,1971,2,27,0,87,64,75.5
81276,1971,2,28,0,88,58,73
81276,1971,2,29,-99.99,-99.9,-99.9,-99.9
81276,1971,3,1,0,87,58,72.5
81276,1971,3,2,0,86,57,71.5
81276,1971,3,3,0,86,60,73
81276,1971,3,4,0,88,49,68.5
81276,1971,3,5,0,62,44,53
81276,1971,3,6,0,76,47,61.5
81276,1971,3,7,0,84,57,70.5
81276,1971,3,8,0.1,82,47,64.5
81276,1971,3,9,0,63,43,53
81276,1971,3,10,0,68,44,56
81276,1971,3,11,0,81,55,68
81276,1971,3,12,0,79,54,66.5
81276,1971,3,13,0,85,58,71.5
81276,1971,3,14,0,88,58,73
81276,1971,3,15,0.11,86,59,72.5
81276,1971,3,16,0,89,67,78
81276,1971,3,17,0.17,82,63,72.5
81276,1971,3,18,0,77,52,64.5
81276,1971,3,19,0,76,51,63.5
81276,1971,3,20,0,84,60,72
81276,1971,3,21,0,71,48,59.5
81276,1971,3,22,0,73,49,61
81276,1971,3,23,0,76,51,63.5
81276,1971,3,24,0,82,63,72.5
81276,1971,3,25,0,81,56,68.5
81276,1971,3,26,0,86,59,72.5
81276,1971,3,27,0,81,48,64.5
81276,1971,3,28,0,74,49,61.5
81276,1971,3,29,0,78,48,63
81276,1971,3,30,0.02,81,59,70
81276,1971,3,31,0,71,55,63
81276,1971,4,1,0,76,45,60.5
81276,1971,4,2,0,77,50,63.5
81276,1971,4,3,0,81,58,69.5
81276,1971,4,4,0.01,78,59,68.5
81276,1971,4,5,0,80,59,69.5
81276,1971,4,6,0.15,81,62,71.5
81276,1971,4,7,0,79,50,64.5
81276,1971,4,8,0,71,51,61
81276,1971,4,9,0,71,44,57.5
81276,1971,4,10,0,79,50,64.5
81276,1971,4,11,0,80,50,65
81276,1971,4,12,0,79,50,64.5
81276,1971,4,13,0,81,49,65
81276,1971,4,14,0,81,47,64
81276,1971,4,15,0,81,63,72
81276,1971,4,16,0,82,55,68.5
81276,1971,4,17,0,84,53,68.5
81276,1971,4,18,0,84,53,68.5
81276,1971,4,19,0,85,54,69.5
81276,1971,4,20,0,88,54,71
81276,1971,4,21,0,86,60,73
81276,1971,4,22,0,88,60,74
81276,1971,4,23,0,92,62,77
81276,1971,4,24,0,93,70,81.5
81276,1971,4,25,0,91,70,80.5
81276,1971,4,26,0,92,71,81.5
81276,1971,4,27,0,90,74,82
81276,1971,4,28,0,89,69,79
81276,1971,4,29,0,94,67,80.5
81276,1971,4,30,0,93,65,79
81276,1971,5,1,0,95,71,83
81276,1971,5,2,0,90,66,78
81276,1971,5,3,0.05,88,65,76.5
81276,1971,5,4,0,89,65,77
81276,1971,5,5,0,82,48,65
81276,1971,5,6,0,86,53,69.5
81276,1971,5,7,0,88,59,73.5
81276,1971,5,8,0,90,64,77
81276,1971,5,9,0,92,63,77.5
81276,1971,5,10,0,92,63,77.5
81276,1971,5,11,0,93,66,79.5
81276,1971,5,12,0.22,91,66,78.5
81276,1971,5,13,0,90,71,80.5
81276,1971,5,14,0,89,68,78.5
81276,1971,5,15,3.76,89,70,79.5
81276,1971,5,16,2.42,83,69,76
81276,1971,5,17,0.03,83,66,74.5
81276,1971,5,18,0,87,65,76
81276,1971,5,19,0,86,59,72.5
81276,1971,5,20,0,86,61,73.5
81276,1971,5,21,0,88,65,76.5
81276,1971,5,22,0,91,65,78
81276,1971,5,23,0,88,65,76.5
81276,1971,5,24,0,85,61,73
81276,1971,5,25,0,86,65,75.5
81276,1971,5,26,0.04,88,65,76.5
81276,1971,5,27,0,90,66,78
81276,1971,5,28,0,90,64,77
81276,1971,5,29,0.22,90,67,78.5
81276,1971,5,30,0,91,67,79
81276,1971,5,31,0,89,67,78
81276,1971,6,1,0,88,61,74.5
81276,1971,6,2,0,88,65,76.5
81276,1971,6,3,0,87,68,77.5
81276,1971,6,4,0.02,89,69,79
81276,1971,6,5,1.11,88,68,78
81276,1971,6,6,0,87,69,78
81276,1971,6,7,1.54,85,69,77
81276,1971,6,8,0.12,88,68,78
81276,1971,6,9,0.24,88,66,77
81276,1971,6,10,0.07,89,65,77
81276,1971,6,11,0.03,89,65,77
81276,1971,6,12,1.72,91,65,78
81276,1971,6,13,0,87,66,76.5
81276,1971,6,14,0,88,67,77.5
81276,1971,6,15,0,92,75,83.5
81276,1971,6,16,0,92,75,83.5
81276,1971,6,17,0,94,72,83
81276,1971,6,18,0.25,94,69,81.5
81276,1971,6,19,0,92,67,79.5
81276,1971,6,20,0,93,67,80
81276,1971,6,21,0,94,67,80.5
81276,1971,6,22,0,93,69,81
81276,1971,6,23,0,92,68,80
81276,1971,6,24,0.06,91,69,80
81276,1971,6,25,0,94,68,81
81276,1971,6,26,1.31,92,63,77.5
81276,1971,6,27,0,92,63,77.5
81276,1971,6,28,0,90,64,77
81276,1971,6,29,1.93,91,68,79.5
81276,1971,6,30,0.03,88,70,79
81276,1971,7,1,0,91,67,79
81276,1971,7,2,0.05,91,68,79.5
81276,1971,7,3,0.07,91,70,80.5
81276,1971,7,4,1.01,92,68,80
81276,1971,7,5,0,92,68,80
81276,1971,7,6,0.02,91,69,80
81276,1971,7,7,0.3,85,69,77
81276,1971,7,8,0.51,90,69,79.5
81276,1971,7,9,0,90,70,80
81276,1971,7,10,0.12,86,70,78
81276,1971,7,11,0,90,70,80
81276,1971,7,12,0.11,89,68,78.5
81276,1971,7,13,0.03,89,66,77.5
81276,1971,7,14,0.05,94,69,81.5
81276,1971,7,15,0,92,69,80.5
81276,1971,7,16,0,94,70,82
81276,1971,7,17,0,94,70,82
81276,1971,7,18,0,94,71,82.5
81276,1971,7,19,0,93,69,81
81276,1971,7,20,0,94,69,81.5
81276,1971,7,21,0.24,93,69,81
81276,1971,7,22,0.19,92,69,80.5
81276,1971,7,23,0.94,91,68,79.5
81276,1971,7,24,0.67,90,67,78.5
81276,1971,7,25,0.03,90,67,78.5
81276,1971,7,26,0.32,91,68,79.5
81276,1971,7,27,0,92,69,80.5
81276,1971,7,28,0,93,70,81.5
81276,1971,7,29,0.14,90,67,78.5
81276,1971,7,30,0.21,90,70,80
81276,1971,7,31,0.06,93,71,82
81276,1971,8,1,0.13,93,70,81.5
81276,1971,8,2,0.63,93,69,81
81276,1971,8,3,0,90,66,78
81276,1971,8,4,0,91,70,80.5
81276,1971,8,5,0,91,67,79
81276,1971,8,6,0.03,86,65,75.5
81276,1971,8,7,0,92,68,80
81276,1971,8,8,0,94,68,81
81276,1971,8,9,0,95,69,82
81276,1971,8,10,0.02,91,70,80.5
81276,1971,8,11,0.26,85,71,78
81276,1971,8,12,0.26,89,71,80
81276,1971,8,13,0.37,90,72,81
81276,1971,8,14,0.75,86,71,78.5
81276,1971,8,15,0.3,87,72,79.5
81276,1971,8,16,0,91,71,81
81276,1971,8,17,0.05,93,69,81
81276,1971,8,18,0.13,90,71,80.5
81276,1971,8,19,0.22,91,72,81.5
81276,1971,8,20,0.89,88,72,80
81276,1971,8,21,0.07,92,73,82.5
81276,1971,8,22,0,93,71,82
81276,1971,8,23,0,92,69,80.5
81276,1971,8,24,0,90,68,79
81276,1971,8,25,0,94,72,83
81276,1971,8,26,0,92,74,83
81276,1971,8,27,0,93,70,81.5
81276,1971,8,28,0.04,92,69,80.5
81276,1971,8,29,1.13,94,69,81.5
81276,1971,8,30,0.11,93,69,81
81276,1971,8,31,0.01,91,71,81
81276,1971,9,1,0.03,90,71,80.5
81276,1971,9,2,0.54,88,71,79.5
81276,1971,9,3,0.4,89,68,78.5
81276,1971,9,4,0.31,91,71,81
81276,1971,9,5,1.5,91,71,81
81276,1971,9,6,0.07,91,72,81.5
81276,1971,9,7,1.42,91,69,80
81276,1971,9,8,0,85,70,77.5
81276,1971,9,9,0,87,71,79
81276,1971,9,10,0.62,76,70,73
81276,1971,9,11,0.04,84,68,76
81276,1971,9,12,0,87,63,75
81276,1971,9,13,1.42,88,68,78
81276,1971,9,14,0.06,87,71,79
81276,1971,9,15,0.01,83,71,77
81276,1971,9,16,0,89,68,78.5
81276,1971,9,17,0,92,70,81
81276,1971,9,18,0,92,66,79
81276,1971,9,19,0,92,66,79
81276,1971,9,20,0,92,66,79
81276,1971,9,21,0,90,66,78
81276,1971,9,22,0,89,68,78.5
81276,1971,9,23,0,89,71,80
81276,1971,9,24,0,88,74,81
81276,1971,9,25,0,90,73,81.5
81276,1971,9,26,0,90,72,81
81276,1971,9,27,0,90,73,81.5
81276,1971,9,28,0,89,73,81
81276,1971,9,29,0,88,71,79.5
81276,1971,9,30,0.05,88,71,79.5
81276,1971,10,1,0,90,68,79
81276,1971,10,2,0,91,69,80
81276,1971,10,3,0,92,68,80
81276,1971,10,4,0,91,67,79
81276,1971,10,5,0,91,72,81.5
81276,1971,10,6,0,90,69,79.5
81276,1971,10,7,3.12,91,68,79.5
81276,1971,10,8,0.25,89,70,79.5
81276,1971,10,9,0.32,91,71,81
81276,1971,10,10,0.68,91,70,80.5
81276,1971,10,11,0.6,90,66,78
81276,1971,10,12,0.5,80,67,73.5
81276,1971,10,13,0,87,67,77
81276,1971,10,14,0.37,87,68,77.5
81276,1971,10,15,0,88,69,78.5
81276,1971,10,16,0.58,90,69,79.5
81276,1971,10,17,0,89,69,79
81276,1971,10,18,0.29,89,69,79
81276,1971,10,19,0.12,85,68,76.5
81276,1971,10,20,0,84,69,76.5
81276,1971,10,21,0,85,66,75.5
81276,1971,10,22,0.51,84,67,75.5
81276,1971,10,23,0,85,65,75
81276,1971,10,24,0.16,86,65,75.5
81276,1971,10,25,0.12,87,65,76
81276,1971,10,26,0,87,65,76
81276,1971,10,27,0,81,57,69
81276,1971,10,28,0,84,59,71.5
81276,1971,10,29,0,83,65,74
81276,1971,10,30,0.22,83,66,74.5
81276,1971,10,31,0.25,84,65,74.5
81276,1971,11,1,0.03,86,66,76
81276,1971,11,2,0,88,71,79.5
81276,1971,11,3,0.28,82,67,74.5
81276,1971,11,4,1.07,87,68,77.5
81276,1971,11,5,0.11,80,69,74.5
81276,1971,11,6,0.22,80,69,74.5
81276,1971,11,7,0,83,69,76
81276,1971,11,8,0,84,68,76
81276,1971,11,9,0.07,83,66,74.5
81276,1971,11,10,0,82,65,73.5
81276,1971,11,11,0,74,59,66.5
81276,1971,11,12,0,77,61,69
81276,1971,11,13,0,76,56,66
81276,1971,11,14,0,77,56,66.5
81276,1971,11,15,0,80,56,68
81276,1971,11,16,0,82,63,72.5
81276,1971,11,17,0,81,59,70
81276,1971,11,18,0,82,57,69.5
81276,1971,11,19,0,82,60,71
81276,1971,11,20,0,86,56,71
81276,1971,11,21,0,83,66,74.5
81276,1971,11,22,0,75,55,65
81276,1971,11,23,0,74,54,64
81276,1971,11,24,0,78,62,70
81276,1971,11,25,0,84,63,73.5
81276,1971,11,26,0,83,54,68.5
81276,1971,11,27,0,80,53,66.5
81276,1971,11,28,0,79,52,65.5
81276,1971,11,29,0,82,53,67.5
81276,1971,11,30,0.02,77,65,71
81276,1971,12,1,0,78,58,68
81276,1971,12,2,0,81,60,70.5
81276,1971,12,3,0,80,64,72
81276,1971,12,4,0.12,77,60,68.5
81276,1971,12,5,0,77,47,62
